Listening to port 4567
Connected!!!
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 0.002, Point acc = 0.2, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed21.0739, Time in state : 9, Current Lane : 0, Target Lane : 0
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1052, Point acc = 0.312659, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.0969, Point acc = 0.31652, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1052, Point acc = 0.312659, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1052, Point acc = 0.312659, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1135, Point acc = 0.308834, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1216, Point acc = 0.305044, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1614, Point acc = 0.286616, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1614, Point acc = 0.286616, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1691, Point acc = 0.283032, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1297, Point acc = 0.30129, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1378, Point acc = 0.29757, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1614, Point acc = 0.286616, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1691, Point acc = 0.283032, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1457, Point acc = 0.293885, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1536, Point acc = 0.290233, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1614, Point acc = 0.286616, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1691, Point acc = 0.283032, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1768, Point acc = 0.279482, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed21.1173, Time in state : 10, Current Lane : 0, Target Lane : 0
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1691, Point acc = 0.283032, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1768, Point acc = 0.279482, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1844, Point acc = 0.275964, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1919, Point acc = 0.272479, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1919, Point acc = 0.272479, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1844, Point acc = 0.275964, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1919, Point acc = 0.272479, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1919, Point acc = 0.272479, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.1993, Point acc = 0.269026, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2067, Point acc = 0.265606, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.214, Point acc = 0.262217, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/BehaviorPlanner.h:142 == Current statea : 0, Avg speed21.1956, Time in state : 11, Current Lane : 0, Target Lane : 0
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2213, Point acc = 0.258859, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2496, Point acc = 0.245737, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2285, Point acc = 0.255532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2496, Point acc = 0.245737, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2565, Point acc = 0.242532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2496, Point acc = 0.245737, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2565, Point acc = 0.242532, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2634, Point acc = 0.239357, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2356, Point acc = 0.252237, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2426, Point acc = 0.248972, Ref Vel = 21.7778
DEBUG : /home/anoop/work/Udacity/SDC_Nanodegree/PathPlanning_Project/CarND-Path-Planning-Project/src/pathPlanner.h:401 == Point vel = 21.2496, Point acc = 0.245737, Ref Vel = 21.7778
